relation,k,min_rank_score,mean_rank_score,max_rank_score,mean_base_score,mean_abnormal_pair,mean_tns_score
UPU,20,0.0,0.04003070466499213,0.6007404547759332,0.03602779284119606,0.21602383579656842,0.00035231226614716477
UTU,20,0.02148607659132865,0.1377395721868869,0.5923133975270068,0.12361996620893478,0.22234287051721977,0.00021540910519531644
USU,20,0.38811506227269943,1.1062874531336246,1.234020896488087,0.9952452182769775,0.22329335025573627,2.45737037815126e-05
LogicAE_CB,20,0.4122333900780325,0.7047957003289674,1.2275955510594971,0.6297605037689209,0.24029117274764586,0.0005897694231646148
