experiment_name,review_encoder,feature_dim,feature_hash,review_auc,review_ap,review_f1,review_recall,review_precision,graph_auc,graph_ap,graph_f1,graph_recall,graph_precision,graph_best_epoch,graph_threshold,notes
Exp5_TextualSemanticDriftHead,llm_masked_logic,256,93d7377651a0119e574d8db0304fc0e729821a84c654c2899643300d6a24d08b,0.7592152673035026,0.6223413099213898,0.6217498576579996,0.7,0.5592352338682144,0.8293754172389067,0.8198028373291473,0.7558479532163743,0.775112443778111,0.7375178316690443,0.0,0.4348653256893158,
D1_EGAT_Base_LogicAE_CB,llm_masked_logic,288,UNKNOWN_FROM_D1,,,,,,0.8563709149922789,0.858368711617606,0.7781715095676824,0.823088455772114,0.7379032258064516,,0.42550843954086304,reference only; source=graph/outputs/routeD_tns_guided_logic_egat_20260504_200855/D1_EGAT_Base_LogicAE_CB
