review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test,backbone,relation_model,fixed_topology,fixed_top_m_selection
llm_masked_logic,frozen_surrogate_current_egat_edge_aware_gat,Base_LogicAE_CB,0.24227340519428253,0.8313169464498802,0.8311038768341878,0.840906383390014,0.8379016145408744,0.8875562218890555,0.6948356807511737,0.7794601711652402,0.7488755622188905,4264,1066,1334,2132,533,667,current_egat,edge_aware_gat,True,True
