experiment_name,review_encoder,feature_dim,feature_hash,review_auc,review_ap,review_f1,review_recall,review_precision,graph_auc,graph_ap,graph_f1,graph_recall,graph_precision,graph_best_epoch,graph_threshold,notes
Exp2_TopKTokenEvidenceHead_k16,llm_masked_logic,256,8e8749ceacdb08a45c569a810eff6bff006072eaea4b73405315851f6f03735f,0.7580056162552575,0.6230004539146496,0.6261037084604271,0.8333333333333334,0.501414245307277,0.8414458437947443,0.832636935849496,0.7679205110007097,0.8110944527736131,0.72911051212938,0.0,0.3783396780490875,
D1_EGAT_Base_LogicAE_CB,llm_masked_logic,288,UNKNOWN_FROM_D1,,,,,,0.8563709149922789,0.858368711617606,0.7781715095676824,0.823088455772114,0.7379032258064516,,0.42550843954086304,reference only; source=graph/outputs/routeD_tns_guided_logic_egat_20260504_200855/D1_EGAT_Base_LogicAE_CB
