review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test,backbone,relation_model,fixed_topology,fixed_top_m_selection
llm_masked_logic,frozen_surrogate_current_egat_edge_aware_gat,Base_LogicAE_CB,0.45845168828964233,0.8391595591522375,0.8458444555586657,0.8460065319664006,0.8514412002142325,0.9025487256371814,0.6696329254727474,0.768837803320562,0.7286356821589205,4264,1066,1334,2132,533,667,current_egat,edge_aware_gat,True,True
