review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test,backbone,relation_model,fixed_topology,fixed_top_m_selection
llm_masked_logic,frozen_surrogate_current_egat_edge_aware_gat,Base_LogicAE_CB,0.17983822524547577,0.852155486484869,0.8489914411746982,0.8594390960441817,0.8628389935510533,0.8530734632683659,0.7257653061224489,0.7842866988283942,0.7653673163418291,4264,1066,1334,2132,533,667,current_egat,edge_aware_gat,True,True
