experiment_name,model,graph_protocol,relations,relation_handling,feature_source,feature_dim,blocked_label_columns,num_users,num_train,num_val,num_test,num_fake_train,num_real_train,num_fake_val,num_real_val,num_fake_test,num_real_test,num_edges,hidden_dim,num_layers,heads,num_bases,use_neighbor_sampling,optimizer,lr,weight_decay,dropout,epochs,patience,early_stopping_metric,AUC,AP,F1,Recall,Precision,best_epoch,test_threshold,output_dir,notes
GAT_FullBase_Light,GAT,full_base,"UPU,UTU,USU",homogeneous_union_graph,logic_vectors/user_summary.csv numeric behavior features only,24,"fake_ratio,fake_review_count,is_fake,is_fake_user,is_real,label,review_label,user_label",6664,4264,1066,1334,2132,2132,533,533,667,667,4353486,64,2,2,UNKNOWN_FROM_D1,False,AdamW,0.001,0.0005,0.2,100,16,val_auc,0.8365434973667589,0.824012192762932,0.7729468599033816,0.8395802098950524,0.7161125319693095,100,0.408557265996933,/home/xyz/HuChao (2)/Bert-TextClassification/graph/baseline_comparison/outputs/full_strong_baselines_20260506_232224/GAT_FullBase_Light,"FullBase_UPU_UTU_USU graph baseline. Light full-graph GAT with heads=2 and hidden_dim=64 for 24GB safety. No LogicAE, no TNS, no abnormal compression, no LLM mask."
