review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test
llm_masked_logic,feature_only_logreg,Behavior_LR,0.365254647613237,0.81611396428584,0.790336416620484,0.8307870052979507,0.8237397750759823,0.881559220389805,0.6821345707656613,0.7691301504251145,0.7353823088455772,4264,1066,1334,2132,533,667
llm_masked_logic,feature_only_mlp,Behavior_MLP,0.3296913206577301,0.7756618524476485,0.7430084749079346,0.7823625668425158,0.76052068309778,0.8200899550224887,0.6646415552855407,0.7342281879194631,0.7031484257871065,4264,1066,1334,2132,533,667
llm_masked_logic,relation_attention,MLP_no_graph,0.4142821133136749,0.8398072435046764,0.8382824684709598,0.8446016871624158,0.8451764781970724,0.8215892053973014,0.7239101717305152,0.7696629213483146,0.7541229385307346,4264,1066,1334,2132,533,667
llm_masked_logic,relation_attention,Base,0.3930085599422455,0.844830317259732,0.8445440811951129,0.8483284594584267,0.8452399185428994,0.8275862068965517,0.7282321899736148,0.7747368421052632,0.7593703148425787,4264,1066,1334,2132,533,667
llm_masked_logic,relation_attention,Base_TextSim,0.29675057530403137,0.8440136717718743,0.8402724688773672,0.8527048319918001,0.8508449619848476,0.8605697151424287,0.7025703794369645,0.7735849056603774,0.7481259370314842,4264,1066,1334,2132,533,667
llm_masked_logic,relation_attention,Base_CB,0.32673826813697815,0.843904551038583,0.8447011639228329,0.8529768099458517,0.8536737039610279,0.8320839580209896,0.7341269841269841,0.7800421644413211,0.7653673163418291,4264,1066,1334,2132,533,667
llm_masked_logic,relation_attention,Base_LogicAE_CB,0.3489340543746948,0.8424930215531048,0.8427656104434738,0.8517585285318361,0.8473414342136306,0.8455772113943029,0.7203065134099617,0.7779310344827586,0.7586206896551724,4264,1066,1334,2132,533,667
llm_masked_logic,relation_attention,Full,0.42107465863227844,0.844270633498657,0.8454814297197355,0.8520777092713014,0.8573222879739741,0.8290854572713643,0.7200520833333334,0.7707317073170732,0.7533733133433284,4264,1066,1334,2132,533,667
