experiment_name,model,graph_protocol,edge_set,relation_handling,feature_source,num_users,num_edges,hidden_dim,num_layers,heads,num_bases,optimizer,lr,weight_decay,dropout,epochs,patience,early_stopping_metric,AUC,AP,F1,Recall,Precision,best_epoch,test_threshold,output_dir,notes
RGCN_CurrentTopK_Base_LogicAE_CB,RGCN,current_topk,Base_LogicAE_CB,typed_multi_relation_graph,user_scores_enriched.csv + user_abnormal_vectors.npy,6664,497971,144,1,UNKNOWN_FROM_D1,4,AdamW,0.001,0.0005,0.2,100,16,val_auc,0.8499490884243037,0.8544071659779464,0.764629388816645,0.881559220389805,0.6750861079219288,97,0.25287559628486633,/home/xyz/HuChao (2)/Bert-TextClassification/graph/baseline_comparison/outputs/20260506_210214/RGCN_CurrentTopK_Base_LogicAE_CB,Aligned to D1 current-topk protocol where recoverable; typed multi-relation graph with UPU/UTU/USU/LogicAE_CB retained.
