review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test,backbone,relation_model,fixed_topology,fixed_top_m_selection
llm_masked_logic,frozen_surrogate_current_egat_edge_aware_gat,Base_LogicAE_CB,0.33082425594329834,0.8601353801097543,0.856093411872982,0.8664543290573603,0.8693354775687854,0.8695652173913043,0.7187112763320942,0.7869742198100407,0.7646176911544228,4264,1066,1334,2132,533,667,current_egat,edge_aware_gat,True,True
