relation,min_base_score,mean_base_score,max_base_score,min_soft_weight_factor,mean_soft_weight_factor,max_soft_weight_factor,min_rank_score,mean_rank_score,max_rank_score,mean_abnormal_pair,mean_tns_score
UPU,0.0,0.03602778911590576,0.5004886984825134,1.0319335460662842,1.1080118417739868,1.2344038486480713,0.0,0.04003070294857025,0.6007404923439026,0.21602383255958557,0.000352312286850065
UTU,0.019520632922649384,0.12361995875835419,0.5163264870643616,1.03212571144104,1.1111732721328735,1.2350422143936157,0.021486077457666397,0.13773977756500244,0.5923133492469788,0.22234687209129333,0.0002154091198462993
USU,0.3323341906070709,0.9952452182769775,1.0,1.0312546491622925,1.1116466522216797,1.2340209484100342,0.3881150484085083,1.1062874794006348,1.2340209484100342,0.22329336404800415,2.4573702830821276e-05
LogicAE_CB,0.3998846411705017,0.6297605037689209,0.9999804496765137,1.0295933485031128,1.120145559310913,1.2363946437835693,0.4122334122657776,0.7047957181930542,1.227595567703247,0.24029116332530975,0.0005897694500163198
