experiment_name,review_encoder,feature_dim,feature_hash,review_auc,review_ap,review_f1,review_recall,review_precision,graph_auc,graph_ap,graph_f1,graph_recall,graph_precision,graph_best_epoch,graph_threshold,notes
Exp2_TopKTokenEvidenceHead_k8,llm_masked_logic,256,198b6aeb34ed1be681bd7613f6645bd13f7c88e84c8b23c19c830d153b30143b,0.7582224592984995,0.6203521672722578,0.6250632484398718,0.7918803418803418,0.5162998049595988,0.8332437978911593,0.8229083281241156,0.7512839325018342,0.767616191904048,0.735632183908046,0.0,0.4360012412071228,
D1_EGAT_Base_LogicAE_CB,llm_masked_logic,288,UNKNOWN_FROM_D1,,,,,,0.8563709149922789,0.858368711617606,0.7781715095676824,0.823088455772114,0.7379032258064516,,0.42550843954086304,reference only; source=graph/outputs/routeD_tns_guided_logic_egat_20260504_200855/D1_EGAT_Base_LogicAE_CB
