epoch,train_loss,val_auc,val_ap,improved,patience_left
1,0.7073528170585632,0.7188838708996125,0.7471291588305755,True,16
2,0.628212571144104,0.7118579036851128,0.728149618806836,False,15
3,0.5806881189346313,0.7104322941050165,0.7211451732720101,False,14
4,0.5489886999130249,0.7111433388832373,0.7209012448374836,False,13
5,0.5365933179855347,0.713068791822281,0.7231463285425586,False,12
6,0.5378556251525879,0.7156348890664546,0.7265552296678044,False,11
7,0.5392555594444275,0.7186691494566845,0.7300206760674983,False,10
8,0.5375545024871826,0.7221258126854613,0.7338392698221412,True,16
9,0.5278684496879578,0.7264484017332595,0.7385970897983526,True,16
10,0.5197941064834595,0.7316685968129706,0.7432776122060327,True,16
11,0.5125589370727539,0.7381560004083227,0.7483145064548107,True,16
12,0.5101863145828247,0.745544530059242,0.7537326850687045,True,16
13,0.5124375224113464,0.7513208888763733,0.7579311939706275,True,16
14,0.5132374167442322,0.754323469053712,0.760263861945766,True,16
15,0.5075392723083496,0.7554709967650983,0.7616666084936052,True,16
16,0.49753254652023315,0.7554604366941347,0.762468343180146,False,15
17,0.49222999811172485,0.7555554773328076,0.7631344681440279,True,16
18,0.48644721508026123,0.7560588407154096,0.7643369157557314,True,16
19,0.48070985078811646,0.7579666935361805,0.7661799510880869,True,16
20,0.4789327085018158,0.76160287797134,0.7694325984499668,True,16
21,0.4748195707798004,0.7671451552154431,0.7744198361558137,True,16
22,0.46922799944877625,0.7748276068415181,0.7811493052827856,True,16
23,0.46095478534698486,0.7839972684616441,0.7890756436579425,True,16
24,0.45284709334373474,0.7943144577931565,0.7983691436425728,True,16
25,0.45188310742378235,0.802530193002897,0.8062810833065467,True,16
26,0.4440225660800934,0.8069830229259141,0.8111096252939896,True,16
27,0.4387270510196686,0.8077433480352989,0.8130279470075799,True,16
28,0.43161067366600037,0.8066732608443129,0.8128465580927551,False,15
29,0.42574232816696167,0.8064110190820483,0.8134985565265829,False,14
30,0.42330020666122437,0.8083241519383011,0.8157781703932918,True,16
31,0.42467907071113586,0.8123123387389163,0.8196057661461351,True,16
32,0.41684091091156006,0.8181274178162478,0.824223707931309,True,16
33,0.4095717668533325,0.8229076099391388,0.8285532859793482,True,16
34,0.4085085391998291,0.8257025087208585,0.8310557173892648,True,16
35,0.4119086265563965,0.8260052307551506,0.831891367993647,True,16
36,0.4050595164299011,0.8251252248415109,0.8321814654723931,False,15
37,0.40467679500579834,0.8241994586203619,0.8319982954160198,False,14
38,0.4023088216781616,0.8252801058823116,0.832788817121461,False,13
39,0.4024585783481598,0.8278532431737942,0.8344068696248469,True,16
40,0.40081170201301575,0.8301799788094576,0.8355588512893386,True,16
41,0.40067094564437866,0.831542227963772,0.8363274927822877,True,16
42,0.39365777373313904,0.8317780695486274,0.836662539557865,True,16
43,0.393880695104599,0.8310705447940611,0.8364270199571652,False,15
44,0.3954457640647888,0.8302890995427488,0.8359616572031001,False,14
45,0.38916510343551636,0.8306446219318593,0.8363651462230943,False,13
46,0.3905954658985138,0.8319927909915554,0.8373226756386021,True,16
47,0.3870302736759186,0.8329819176384865,0.8375885992129666,True,16
48,0.3867977261543274,0.8331825589867965,0.8377622104460862,True,16
49,0.38320431113243103,0.8325876749891759,0.8375000064204317,False,15
50,0.38386595249176025,0.8317463893357363,0.8368456329102014,False,14
51,0.3834017217159271,0.8317006290282271,0.8365435515033837,False,13
52,0.38171616196632385,0.8323060730968111,0.8365819752902003,False,12
53,0.3821266293525696,0.8333620801931788,0.8369939036317877,True,16
54,0.3785359561443329,0.8339569641907993,0.8374650532248726,True,16
55,0.3775794506072998,0.8340484848058178,0.8375993552971559,True,16
56,0.37920090556144714,0.8339182439305992,0.8375288058224531,False,15
57,0.375162273645401,0.8338020831499988,0.8374355751895484,False,14
58,0.37570545077323914,0.8343371267454918,0.8378556821008976,True,16
59,0.37436679005622864,0.8349848110979305,0.8386376545155552,True,16
60,0.37169671058654785,0.8351432121623856,0.8389011468570339,True,16
61,0.368075966835022,0.835176652387104,0.8390437550770341,True,16
62,0.36883866786956787,0.8350094512635124,0.8388463083908785,False,15
63,0.37086257338523865,0.8352593729429862,0.8389984209445868,True,16
64,0.36836913228034973,0.8358859371534977,0.8394277512383395,True,16
65,0.3687950372695923,0.8362801798028082,0.8397294591745151,True,16
66,0.36544182896614075,0.8360478582416073,0.8397005127859725,False,15
67,0.36702030897140503,0.8357768164202062,0.8396297035087034,False,14
68,0.3627376854419708,0.8363505802758996,0.839824196691678,True,16
69,0.3653627932071686,0.8369877045573746,0.8399705364472334,True,16
70,0.363917738199234,0.8370229047939203,0.8399388239701189,True,16
71,0.36037829518318176,0.8367201827596282,0.8398750467729494,False,15
72,0.3622004985809326,0.8368433835875377,0.8400567051035948,False,14
73,0.3593694567680359,0.837645948980777,0.8404681936079049,True,16
74,0.36137109994888306,0.8379521910387238,0.8408113266074313,True,16
75,0.3560916483402252,0.8379944313225784,0.8408650611208587,True,16
76,0.35774871706962585,0.8382549130730159,0.8410238416163378,True,16
77,0.3576510548591614,0.8389061174491093,0.8415280348037357,True,16
78,0.3568025529384613,0.8392088394834013,0.8417938748354732,True,16
79,0.35093799233436584,0.8391384390103103,0.8419249206336576,False,15
80,0.3533977270126343,0.8392616398382198,0.8421826554982552,True,16
81,0.3527769148349762,0.8397474031025489,0.8425248560809007,True,16
82,0.3517284393310547,0.840176845988405,0.8426754171920872,True,16
83,0.3504405915737152,0.8405218083065518,0.8428010159717743,True,16
84,0.3524700701236725,0.8407963701516075,0.8427460398223361,True,16
85,0.34997567534446716,0.8406414891108068,0.8424747137888109,False,15
