review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test,backbone,relation_model,fixed_topology,fixed_top_m_selection
llm_masked_logic,frozen_surrogate_current_egat_edge_aware_gat,Base_LogicAE_CB,0.38816481828689575,0.8630745998613111,0.8490691788259173,0.8615587258844342,0.8616608328227081,0.8380809595202399,0.7212903225806452,0.7753120665742025,0.7571214392803598,4264,1066,1334,2132,533,667,current_egat,edge_aware_gat,True,True
