relation,num_edges,avg_degree,isolated_user_count,same_label_ratio,fake_fake_ratio,fake_real_ratio,real_real_ratio,avg_edge_weight,avg_pair_abnormal_score,avg_base_rank_score,avg_diagnostic_gate_score
UPU,129868,19.4909200060033,1,0.5863415160008624,0.3095450765392552,0.41365848399913757,0.27679643946160715,0.033480608011362066,0.2355448305606842,0.8273069858551025,0.638706386089325
UTU,129559,19.520717191502186,27,0.534984061315694,0.31939888390617405,0.465015938684306,0.21558517740952,0.11999904088388862,0.23866714537143707,0.8355957269668579,0.6506345272064209
USU,133280,20.0,0,0.642234393757503,0.33641956782713084,0.357765606242497,0.3058148259303721,0.9944113122758387,0.23874293267726898,0.8764958381652832,0.6749125123023987
LogicAE_CB,130912,19.680096211665663,12,0.6500626374969445,0.30168357369836224,0.34993736250305546,0.34837906379858224,0.7053917015059249,0.2426527887582779,0.8672571182250977,0.6776663661003113
