experiment_name,model,graph_protocol,relations,relation_handling,feature_source,feature_dim,blocked_label_columns,num_users,num_train,num_val,num_test,num_fake_train,num_real_train,num_fake_val,num_real_val,num_fake_test,num_real_test,num_edges,hidden_dim,num_layers,heads,num_bases,use_neighbor_sampling,optimizer,lr,weight_decay,dropout,epochs,patience,early_stopping_metric,AUC,AP,F1,Recall,Precision,best_epoch,test_threshold,output_dir,notes
RGCN_FullBase,RGCN,full_base,"UPU,UTU,USU",typed_multi_relation_graph,logic_vectors/user_summary.csv numeric behavior features only,24,"fake_ratio,fake_review_count,is_fake,is_fake_user,is_real,label,review_label,user_label",6664,4264,1066,1334,2132,2132,533,533,667,667,4353486,64,2,UNKNOWN_FROM_D1,4,False,AdamW,0.001,0.0005,0.2,100,16,val_auc,0.8391553848263275,0.8352095721001651,0.7690179806362379,0.8335832083958021,0.7137355584082157,100,0.40059053897857666,/home/xyz/HuChao (2)/Bert-TextClassification/graph/baseline_comparison/outputs/full_strong_baselines_20260506_232224/RGCN_FullBase,"FullBase_UPU_UTU_USU graph baseline. Typed multi-relation graph with UPU/UTU/USU only, basis decomposition num_bases=4, hidden_dim reduced to 64 for VRAM safety."
