relation,selection_policy,d1_edges,selected_edges,directed_pair_overlap,new_edges_ratio,dropped_edges_ratio,d1_pair_hash,selected_pair_hash,topology_exact_match
UPU,pool_top100_select_top20_by_pair_abnormal_score,129868,129868,0.3154279730187575,0.6845720269812425,0.6845720269812425,8c978ff88d16cb9f7164ccaae29c7402b75fe93a1ef4596239b5c9438506d519,90da1e1038c5b0b0484b9f2c7b1acff677d9d4f41b09f647b0b61e197d314de9,False
UTU,pool_top100_select_top20_by_pair_abnormal_score,129559,129559,0.4028975215924791,0.5971024784075208,0.5971024784075208,61cb8d21eac39c374d94f4d15ea4233b6e123385d407805e491f43fee3c290ad,7feef58b1ebc0bd38528c15ad3e78b76e96b5894398f53573963b9becb94e4dc,False
USU,pool_top100_select_top20_by_pair_abnormal_score,133280,133280,0.1946203481392557,0.8053796518607443,0.8053796518607443,8f6a8567db3c1b9f37361d0e0caf0c362609eaae55737bfe6e288f89c5d9ac69,8f9ad9d64a107790f0e6eb3774b1bd092a6302a202975f07e7d838b847d5fa62,False
LogicAE_CB,pool_top100_select_top20_by_pair_abnormal_score,105264,130912,0.1918794649642803,0.8457131508188707,0.8081205350357197,7356bfdbb7dd507a189705306d423222da67772a4cdaa5b05a3db0ab4bac2721,a17a3e386e7430cc737a1bb4bb6e281af1a836611b343fe789ebabe34b3d2afb,False
