label,num_reviews,mask_hit_reviews,mask_hit_rate,avg_pattern_count_all,avg_pattern_count_hits,avg_specificity_score,avg_template_score,avg_exaggeration_score,avg_experience_detail_score,llm_error_rate
fake,14834,9387,0.6328030200889848,1.0333692867736282,1.6330030893789282,0.692941636870253,0.1958873870837265,0.44253914355909096,0.650204411112609,0.0
real,24833,15646,0.6300487254862481,1.0385374300326178,1.6483446248242362,0.6925169759997045,0.19735042282446735,0.4386165910502155,0.6496525590321344,0.0
