relation,k,min_rank_score,mean_rank_score,max_rank_score,mean_base_score,mean_abnormal_pair,mean_tns_score
UPU,20,0.0,0.036027789535539444,0.5004886724498311,0.036027789535539444,0.0,0.0
UTU,20,0.0195206329174755,0.12361996515179072,0.516326514445648,0.12361996515179072,0.0,0.0
USU,20,0.3323341968485965,0.9952451243585445,1.0,0.9952451243585445,0.0,0.0
LogicAE_CB,20,0.3998846530914307,0.6297605112240313,0.9999804735183716,0.6297605112240313,0.0,0.0
