relation,k,num_edges,avg_degree,isolated_user_count,same_label_ratio,fake_fake_ratio,fake_real_ratio,real_real_ratio,avg_base_score,avg_abnormal_pair,avg_tns_score,avg_rank_score
UPU,20,129868,19.4909200060033,1,0.5342116610712415,0.2500077001262821,0.4657883389287584,0.2842039609449595,0.036027789535539444,0.0,0.0,0.036027789535539444
UTU,20,129559,19.520717191502186,27,0.5061554967235005,0.2863405861422209,0.49384450327649954,0.21981491058127958,0.12361996515179072,0.0,0.0,0.12361996515179072
USU,20,133280,20.0,0,0.6019732893157262,0.2903811524609844,0.3980267106842737,0.3115921368547419,0.9952451243585445,0.0,0.0,0.9952451243585445
LogicAE_CB,20,105264,16.393708145148732,243,0.6135335917312662,0.2883986928104575,0.38646640826873385,0.32513489892080866,0.6297605112240313,0.0,0.0,0.6297605112240313
