review_encoder,model_name,edge_set,threshold,val_auc,val_ap,auc,ap,recall,precision,f1,accuracy,num_train_users,num_val_users,num_test_users,num_fake_train,num_fake_val,num_fake_test,backbone,relation_model,fixed_topology,fixed_top_m_selection
llm_masked_logic,frozen_surrogate_current_egat_edge_aware_gat,Base_LogicAE_CB,0.2657465636730194,0.8422466198972858,0.8418609006873108,0.8507178195010441,0.8497794127394153,0.9085457271364318,0.6862967157417894,0.7819354838709678,0.7466266866566716,4264,1066,1334,2132,533,667,current_egat,edge_aware_gat,True,True
