experiment_name,review_encoder,feature_dim,feature_hash,review_auc,review_ap,review_f1,review_recall,review_precision,graph_auc,graph_ap,graph_f1,graph_recall,graph_precision,graph_best_epoch,graph_threshold,notes
Exp3_TransformerLocalPhraseCNN,llm_masked_logic,256,2a90e77c20b17162ac4497a97b0493d2f887b848ec7602f2cb5c83bd0808aae4,0.753942466083786,0.6144155159912945,0.5825902335456475,0.5863247863247864,0.5789029535864979,0.8306768654653183,0.8162674671730592,0.7601935038009675,0.8245877061469266,0.7051282051282052,0.0,0.31271207332611084,
D1_EGAT_Base_LogicAE_CB,llm_masked_logic,288,UNKNOWN_FROM_D1,,,,,,0.8563709149922789,0.858368711617606,0.7781715095676824,0.823088455772114,0.7379032258064516,,0.42550843954086304,reference only; source=graph/outputs/routeD_tns_guided_logic_egat_20260504_200855/D1_EGAT_Base_LogicAE_CB
