relation,k,min_rank_score,mean_rank_score,max_rank_score,mean_base_score,mean_abnormal_pair,mean_tns_score
UPU,10,0.0,0.0544702651435702,0.6449482232147679,0.04866453632712364,0.22099384468632113,0.0005828490284997583
UTU,10,0.03024144844953432,0.1607846437431322,0.7037425497178619,0.14338919520378113,0.23287723396010648,0.0003420378366081925
USU,10,0.4263212589057868,1.1294298450661675,1.308258419777032,0.9965776801109314,0.2665753346595526,5.9528570378151255e-05
LogicAE_CB,30,0.4122333900780325,0.7029781261939813,1.5197899919140854,0.6280205249786377,0.24026934826600133,0.0003971381196033171
