relation,k,num_edges,avg_degree,isolated_user_count,same_label_ratio,fake_fake_ratio,fake_real_ratio,real_real_ratio,avg_base_score,avg_abnormal_pair,avg_tns_score,avg_rank_score
UPU,10,66176,9.931862524388414,1,0.5399087282398453,0.26808812862669246,0.46009127176015474,0.2718205996131528,0.04866453632712364,0.22099384468632113,0.0005828490284997583,0.0544702651435702
UTU,10,65499,9.868766008738888,27,0.530298172491183,0.3351806897815234,0.46970182750881695,0.1951174827096597,0.14338919520378113,0.23287723396010648,0.0003420378366081925,0.1607846437431322
USU,10,66640,10.0,0,0.58218787515006,0.4075480192076831,0.41781212484993996,0.17463985594237694,0.9965776801109314,0.2665753346595526,5.9528570378151255e-05,1.1294298450661675
LogicAE_CB,30,163758,25.073954983922828,133,0.6114449370412438,0.28653256634790364,0.3885550629587562,0.32491237069334017,0.6280205249786377,0.24026934826600133,0.0003971381196033171,0.7029781261939813
