relation,k,num_edges,avg_degree,isolated_user_count,same_label_ratio,fake_fake_ratio,fake_real_ratio,real_real_ratio,avg_base_score,avg_abnormal_pair,avg_tns_score,avg_rank_score
UPU,10,66176,9.931862524388414,1,0.5399087282398453,0.26808812862669246,0.46009127176015474,0.2718205996131528,0.04866453632712364,0.22099384468632113,0.0005828490284997583,0.0544702651435702
UTU,10,65499,9.868766008738888,27,0.5302371028565321,0.3351654223728607,0.46976289714346786,0.19507168048367152,0.14334933459758759,0.23285930790602674,0.0003420378366081925,0.16073615237177366
USU,20,133280,20.0,0,0.6019732893157262,0.2903811524609844,0.3980267106842737,0.3115921368547419,0.9952452182769775,0.22329335025573627,2.45737037815126e-05,1.1063070241338357
LogicAE_CB,20,105264,16.393708145148732,243,0.6135335917312662,0.2883986928104575,0.38646640826873385,0.32513489892080866,0.6297605037689209,0.24029117274764586,0.0005897694231646148,0.7049579760633384
