experiment_name,model,graph_protocol,edge_set,relation_handling,feature_source,num_users,num_edges,hidden_dim,num_layers,heads,num_bases,optimizer,lr,weight_decay,dropout,epochs,patience,early_stopping_metric,AUC,AP,F1,Recall,Precision,best_epoch,test_threshold,output_dir,notes
GAT_CurrentTopK_Base_LogicAE_CB,GAT,current_topk,Base_LogicAE_CB,homogeneous_union_graph,user_scores_enriched.csv + user_abnormal_vectors.npy,6664,487230,144,1,4,UNKNOWN_FROM_D1,AdamW,0.001,0.0005,0.2,100,16,val_auc,0.8456199186763441,0.8495263380510562,0.7724719101123596,0.8245877061469266,0.726552179656539,100,0.3884325623512268,/home/xyz/HuChao (2)/Bert-TextClassification/graph/baseline_comparison/outputs/20260506_210214/GAT_CurrentTopK_Base_LogicAE_CB,Aligned to D1 current-topk protocol where recoverable; union graph merges duplicate directed edges by summing weights but GAT backbone itself is topology-only.
