epoch,train_loss,val_auc,val_ap,improved,patience_left
1,0.9635821580886841,0.6945112271154462,0.6860110150820108,True,16
2,0.6712499260902405,0.697816529327077,0.6904295383897362,True,16
3,0.6698427200317383,0.6993882198888376,0.6939168662024223,True,16
4,0.6121900081634521,0.7012133521537265,0.697854977050935,True,16
5,0.5917409062385559,0.7036984888538452,0.7028942099140049,True,16
6,0.5947815179824829,0.706475787517292,0.7069963356711303,True,16
7,0.6012808084487915,0.7094502075053943,0.7107122539365354,True,16
8,0.6001243591308594,0.7128223901664619,0.714744932908481,True,16
9,0.5687122344970703,0.716525455051058,0.7192910104439829,True,16
10,0.5622537732124329,0.7214570081910952,0.7253265835716975,True,16
11,0.5490042567253113,0.727219286913608,0.7323003628301192,True,16
12,0.5384670495986938,0.7337735709583968,0.7394444080647992,True,16
13,0.5392882227897644,0.7412923414845348,0.7470024204116877,True,16
14,0.527864933013916,0.7492616750384563,0.7553468934573088,True,16
15,0.5139355063438416,0.7569494067000131,0.7629887683585803,True,16
16,0.5183810591697693,0.7637465723769663,0.7697852201393878,True,16
17,0.5109493732452393,0.7679354005258916,0.7738536609145441,True,16
18,0.5173267126083374,0.7701283752626817,0.7763892768215167,True,16
19,0.5055506229400635,0.7703536567765736,0.7773837783520194,True,16
20,0.4993544816970825,0.7697411726606804,0.7775031831532795,False,15
21,0.49515005946159363,0.7688083663922222,0.7775445888913171,False,14
22,0.4848747253417969,0.7679178004076188,0.7776246307315332,False,13
23,0.48656269907951355,0.7677875595324,0.7782511098962595,False,12
24,0.48045969009399414,0.768530284523512,0.7796945612715732,False,11
25,0.48032423853874207,0.7702973363981007,0.7817507202180308,False,10
26,0.4749574661254883,0.7729584742809472,0.7844463805375633,True,16
27,0.47329622507095337,0.7767213795676706,0.7882568574633264,True,16
28,0.46944114565849304,0.7813079703895611,0.7925342562051454,True,16
29,0.4653850793838501,0.7861832031511252,0.7966736666835339,True,16
30,0.4556761682033539,0.7912942774975448,0.80133826436173,True,16
31,0.45235827565193176,0.7961765503064181,0.8051821873856475,True,16
32,0.4558573365211487,0.8003970586682343,0.8088621416918896,True,16
33,0.4523325264453888,0.8039945228431935,0.8117350445096598,True,16
34,0.4452040195465088,0.8067014210335494,0.813767107025204,True,16
35,0.4467769265174866,0.8082819116544464,0.8152021331538711,True,16
36,0.447176992893219,0.8086585541854842,0.8158314304455913,True,16
37,0.4423169195652008,0.8083980724350468,0.8159646466720151,False,15
