experiment_name,fusion_mode,use_aux_loss,lambda_aux,warmup_ratio,review_encoder,feature_dim,feature_hash,review_auc,review_ap,review_f1,review_recall,review_precision,graph_auc,graph_ap,graph_f1,graph_recall,graph_precision,graph_best_epoch,graph_threshold,notes
L7_maskprofile_late_aux,late,True,0.2,0.3,llm_masked_logic,256,9a6362bb572cabe0f10aaed5f30b474e83bde4b498d2dec47b1d1cce5acf6253,0.7562623903011277,0.6167048922156477,0.6151851851851852,0.7098290598290599,0.5428104575163398,0.8129173793912639,0.8007690107054444,0.7510148849797023,0.8320839580209896,0.6843403205918619,0.0,0.17800328135490417,
D1_EGAT_Base_LogicAE_CB,reference_only,False,0.0,0.0,llm_masked_logic,288,UNKNOWN_FROM_D1,,,,,,0.8563709149922789,0.858368711617606,0.7781715095676824,0.823088455772114,0.7379032258064516,,0.42550843954086304,reference only; source=graph/outputs/routeD_tns_guided_logic_egat_20260504_200855/D1_EGAT_Base_LogicAE_CB
