experiment_name,model,graph_protocol,edge_set,relation_handling,feature_source,num_users,num_edges,hidden_dim,num_layers,heads,num_bases,optimizer,lr,weight_decay,dropout,epochs,patience,early_stopping_metric,AUC,AP,F1,Recall,Precision,best_epoch,test_threshold,output_dir,notes
GraphSAGE_CurrentTopK_Base_LogicAE_CB,GraphSAGE,current_topk,Base_LogicAE_CB,homogeneous_union_graph,user_scores_enriched.csv + user_abnormal_vectors.npy,6664,487230,144,1,UNKNOWN_FROM_D1,UNKNOWN_FROM_D1,AdamW,0.001,0.0005,0.2,100,16,val_auc,0.8462335548867245,0.8500676302163959,0.7646671061305208,0.8695652173913043,0.6823529411764706,100,0.2931429147720337,/home/xyz/HuChao (2)/Bert-TextClassification/graph/baseline_comparison/outputs/20260506_210214/GraphSAGE_CurrentTopK_Base_LogicAE_CB,"Aligned to D1 current-topk protocol where recoverable; homogeneous union graph, mean aggregator, topology-only baseline."
