relation,selection_policy,d1_edges,selected_edges,directed_pair_overlap,new_edges_ratio,dropped_edges_ratio,d1_pair_hash,selected_pair_hash,topology_exact_match
UPU,pool_top100_reserve_0.5_select_top20_by_diagnostic_gate_score,129868,129868,0.844211045061139,0.155788954938861,0.155788954938861,8c978ff88d16cb9f7164ccaae29c7402b75fe93a1ef4596239b5c9438506d519,c674400e1fa0dfd7eb5c484e1c72e5737c41ca164874e19b3bf6df9d105916bd,False
UTU,pool_top100_reserve_0.5_select_top20_by_diagnostic_gate_score,129559,129559,0.8584583085698407,0.14154169143015924,0.14154169143015924,61cb8d21eac39c374d94f4d15ea4233b6e123385d407805e491f43fee3c290ad,ff0ca61a0ad6e3eb8cf05df2b4cbedf3740c1020bca13ca9dc36b77b63357c70,False
USU,pool_top100_reserve_0.5_select_top20_by_diagnostic_gate_score,133280,133280,0.8295243097238896,0.17047569027611045,0.17047569027611045,8f6a8567db3c1b9f37361d0e0caf0c362609eaae55737bfe6e288f89c5d9ac69,97fecedbad0daff13a6f4bed3c7e5b4fc10c4c3f877788a1a5f10237008414f2,False
LogicAE_CB,pool_top100_reserve_0.5_select_top20_by_diagnostic_gate_score,105264,130912,0.6676166590667275,0.46318137374725005,0.33238334093327254,7356bfdbb7dd507a189705306d423222da67772a4cdaa5b05a3db0ab4bac2721,34501b5fbfa59d27adf8c2ed2f51b6bfe8c435a36f9cc63f617ff3cf9f4d048b,False
